ComponentId,SourceProject,DestinationProject,ConfigurationId,ConfigurationName,DateTime,Status,StatusText
keboola.python-transformation-v2,L0 Nekter,test4,1124204804,[ADHOC] Full load employee_labor_time_entries,2024-09-20 14:35:55,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load employee_labor_time_entries** at 2024-09-20 14:35:55
keboola.python-transformation-v2,L0 Nekter,test4,1133377146,[ADHOC] Full load checks_payments_refund,2024-09-20 14:35:55,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load checks_payments_refund** at 2024-09-20 14:35:55
keboola.python-transformation-v2,L0 Nekter,test4,1170546652,[Init] Initial accounting data loading,2024-09-20 14:35:55,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial accounting data loading** at 2024-09-20 14:35:55
keboola.snowflake-transformation,L0 Nekter,test4,1065716016,[ADHOC] QU certification,2024-09-20 14:35:55,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] QU certification** at 2024-09-20 14:35:55
keboola.snowflake-transformation,L0 Nekter,test4,1108527922,[ADHOC] Test,2024-09-20 14:35:56,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Test** at 2024-09-20 14:35:56
intecs.ex-olo-orders-export,L0 Nekter,test4,1100409394,[Olo] Export Orders,2024-09-20 14:36:02,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 14:36:02
keboola.orchestrator,L0 Nekter,test4,1070260927,[MAIN] Hourly extractions,2024-09-20 14:38:54,Success,**Migrated**: keboola.orchestrator **[MAIN] Hourly extractions** at 2024-09-20 14:38:54
keboola.orchestrator,L0 Nekter,test4,1070260573,[MAIN] Daily extractions,2024-09-20 14:38:54,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily extractions** at 2024-09-20 14:38:54
keboola.ex-google-drive,L0 Nekter,test4,1061249778,[Nekter] Manual data,2024-09-20 14:38:54,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 14:38:54
ex-generic-v2,L0 Nekter,test4,1073216337,"[ADHOC] UberEats dev (deprecated, now in L0 General)",2024-09-20 14:38:54,Success,"**Migrated**: ex-generic-v2 **[ADHOC] UberEats dev (deprecated, now in L0 General)** at 2024-09-20 14:38:54"
keboola.ex-aws-s3,L0 Nekter,test4,1129479260,[Grubhub] Export orders,2024-09-20 14:38:54,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 14:38:54
intecs.ex-qubeyond-checks-config,L0 Nekter,test4,1085872323,[Qu] Checks configuration tables,2024-09-20 14:38:54,Success,**Migrated**: intecs.ex-qubeyond-checks-config **[Qu] Checks configuration tables** at 2024-09-20 14:38:54
intecs.ex-qubeyond-employee-labor,L0 Nekter,test4,1086341423,[Qu] Employee Labor data,2024-09-20 14:38:54,Success,**Migrated**: intecs.ex-qubeyond-employee-labor **[Qu] Employee Labor data** at 2024-09-20 14:38:54
024-09-20 14:38:54
keboola.orchestrator,L0 Nekter,test4,1085907539,[Qu] Extract data,2024-09-20 14:38:54,Success,**Migrated**: keboola.orchestrator **[Qu] Extract data** at 2024-09-20 14:38:54
intecs.ex-qu-accounting,L0 Nekter,test4,1117510042,[Qu] Accounting data,2024-09-20 14:38:54,Success,**Migrated**: intecs.ex-qu-accounting **[Qu] Accounting data** at 2024-09-20 14:38:54
intecs.ex-olo-orders-export,L0 Nekter,test4,1100409394,[Olo] Export Orders,2024-09-20 14:38:54,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 14:38:54
keboola.python-transformation-v2,L0 Nekter,test4,1098692357,[Init] Initial load - Olo data,2024-09-20 14:38:57,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 14:38:57
keboola.python-transformation-v2,L0 Nekter,test4,1084950084,[Init] Initial checks data loading,2024-09-20 14:38:57,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial checks data loading** at 2024-09-20 14:38:57
keboola.python-transformation-v2,L0 Nekter,test4,1085945860,[Init] Initial employee and labor data loading,2024-09-20 14:38:57,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial employee and labor data loading** at 2024-09-20 14:38:57
keboola.python-transformation-v2,L0 Nekter,test4,1084925761,[Init] Initial config data loading,2024-09-20 14:38:57,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial config data loading** at 2024-09-20 14:38:57
keboola.sandboxes,L0 Nekter,test4,1078603711,L0 Nekter access for data analysis,2024-09-20 14:38:58,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 14:38:58
keboola.sandboxes,L0 Nekter,test4,1084973548,[ADHOC] QU certification,2024-09-20 14:38:58,Success,**Migrated**: keboola.sandboxes **[ADHOC] QU certification** at 2024-09-20 14:38:58
keboola.sandboxes,L0 Nekter,test4,1101369716,Qu raw data,2024-09-20 14:38:58,Success,**Migrated**: keboola.sandboxes **Qu raw data** at 2024-09-20 14:38:58
keboola.sandboxes,L0 Nekter,test4,1111260789,Ivana testing,2024-09-20 14:38:58,Success,**Migrated**: keboola.sandboxes **Ivana testing** at 2024-09-20 14:38:58
keboola.wr-google-sheets,L0 Nekter,test4,1092907654,[Qu] POS Location Data Extractor,2024-09-20 14:38:58,Success,**Migrated**: keboola.wr-google-sheets **[Qu] POS Location Data Extractor** at 2024-09-20 14:38:58
keboola.sandboxes,L0 Nekter,test4,1108528140,Test,2024-09-20 14:38:58,Success,**Migrated**: keboola.sandboxes **Test** at 2024-09-20 14:38:58
keboola.sandboxes,L0 Nekter,test4,1099153514,Olo development,2024-09-20 14:38:58,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 14:38:58
keboola.python-transformation-v2,L0 Nekter,test4,1080669543,[ADHOC] Qu extract Empolyee and Labor  demo data,2024-09-20 14:38:58,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract Empolyee and Labor  demo data** at 2024-09-20 14:38:58
keboola.python-transformation-v2,L0 Nekter,test4,1117011840,[Init] Initial load accounting data from Qu,2024-09-20 14:38:58,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load accounting data from Qu** at 2024-09-20 14:38:58
keboola.python-transformation-v2,L0 Nekter,test4,1065700964,[ADHOC] Qu extract demo data,2024-09-20 14:38:58,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract demo data** at 2024-09-20 14:38:58
keboola.python-transformation-v2,L0 Nekter,test4,1133377146,[ADHOC] Full load checks_payments_refund,2024-09-20 14:38:59,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load checks_payments_refund** at 2024-09-20 14:38:59
keboola.python-transformation-v2,L0 Nekter,test4,1124204804,[ADHOC] Full load employee_labor_time_entries,2024-09-20 14:38:59,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load employee_labor_time_entries** at 2024-09-20 14:38:59
keboola.python-transformation-v2,L0 Nekter,test4,1170546652,[Init] Initial accounting data loading,2024-09-20 14:38:59,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial accounting data loading** at 2024-09-20 14:38:59
keboola.snowflake-transformation,L0 Nekter,test4,1065716016,[ADHOC] QU certification,2024-09-20 14:39:00,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] QU certification** at 2024-09-20 14:39:00
keboola.snowflake-transformation,L0 Nekter,test4,1108527922,[ADHOC] Test,2024-09-20 14:39:00,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Test** at 2024-09-20 14:39:00
keboola.ex-google-drive,L0 Nekter,test4,1061249778,[Nekter] Manual data,2024-09-20 14:40:43,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 14:40:43
keboola.orchestrator,L0 Nekter,test4,1070260573,[MAIN] Daily extractions,2024-09-20 14:40:43,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily extractions** at 2024-09-20 14:40:43
keboola.orchestrator,L0 Nekter,test4,1070260927,[MAIN] Hourly extractions,2024-09-20 14:40:43,Success,**Migrated**: keboola.orchestrator **[MAIN] Hourly extractions** at 2024-09-20 14:40:43
ex-generic-v2,L0 Nekter,test4,1073216337,"[ADHOC] UberEats dev (deprecated, now in L0 General)",2024-09-20 14:40:43,Success,"**Migrated**: ex-generic-v2 **[ADHOC] UberEats dev (deprecated, now in L0 General)** at 2024-09-20 14:40:43"
keboola.orchestrator,L0 Nekter,test4,1085907539,[Qu] Extract data,2024-09-20 14:40:43,Success,**Migrated**: keboola.orchestrator **[Qu] Extract data** at 2024-09-20 14:40:43
ee Labor data** at 2024-09-20 14:40:43
intecs.ex-olo-orders-export,L0 Nekter,test4,1100409394,[Olo] Export Orders,2024-09-20 14:40:43,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 14:40:43
intecs.ex-qubeyond-checks,L0 Nekter,test4,1085386309,[Qu] Checks data,2024-09-20 14:40:43,Success,**Migrated**: intecs.ex-qubeyond-checks **[Qu] Checks data** at 2024-09-20 14:40:43
keboola.ex-aws-s3,L0 Nekter,test4,1129479260,[Grubhub] Export orders,2024-09-20 14:40:43,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 14:40:43
intecs.ex-doordash-orders,L0 Nekter,test4,1176781417,[DoorDash] Extract orders and payment data,2024-09-20 14:40:43,Success,**Migrated**: intecs.ex-doordash-orders **[DoorDash] Extract orders and payment data** at 2024-09-20 14:40:43
intecs.ex-qu-accounting,L0 Nekter,test4,1117510042,[Qu] Accounting data,2024-09-20 14:40:43,Success,**Migrated**: intecs.ex-qu-accounting **[Qu] Accounting data** at 2024-09-20 14:40:43
keboola.orchestrator,L0 Nekter,test4,1100527384,[Olo] Extract data,2024-09-20 14:40:43,Success,**Migrated**: keboola.orchestrator **[Olo] Extract data** at 2024-09-20 14:40:43
ecks configuration tables** at 2024-09-20 14:40:43
keboola.python-transformation-v2,L0 Nekter,test4,1085945860,[Init] Initial employee and labor data loading,2024-09-20 14:40:46,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial employee and labor data loading** at 2024-09-20 14:40:46
keboola.python-transformation-v2,L0 Nekter,test4,1084950084,[Init] Initial checks data loading,2024-09-20 14:40:46,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial checks data loading** at 2024-09-20 14:40:46
keboola.python-transformation-v2,L0 Nekter,test4,1084925761,[Init] Initial config data loading,2024-09-20 14:40:46,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial config data loading** at 2024-09-20 14:40:46
keboola.python-transformation-v2,L0 Nekter,test4,1098692357,[Init] Initial load - Olo data,2024-09-20 14:40:47,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 14:40:47
keboola.sandboxes,L0 Nekter,test4,1084973548,[ADHOC] QU certification,2024-09-20 14:40:47,Success,**Migrated**: keboola.sandboxes **[ADHOC] QU certification** at 2024-09-20 14:40:47
keboola.sandboxes,L0 Nekter,test4,1108528140,Test,2024-09-20 14:40:47,Success,**Migrated**: keboola.sandboxes **Test** at 2024-09-20 14:40:47
keboola.sandboxes,L0 Nekter,test4,1078603711,L0 Nekter access for data analysis,2024-09-20 14:40:47,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 14:40:47
keboola.sandboxes,L0 Nekter,test4,1099153514,Olo development,2024-09-20 14:40:47,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 14:40:47
keboola.sandboxes,L0 Nekter,test4,1101369716,Qu raw data,2024-09-20 14:40:47,Success,**Migrated**: keboola.sandboxes **Qu raw data** at 2024-09-20 14:40:47
keboola.wr-google-sheets,L0 Nekter,test4,1092907654,[Qu] POS Location Data Extractor,2024-09-20 14:40:47,Success,**Migrated**: keboola.wr-google-sheets **[Qu] POS Location Data Extractor** at 2024-09-20 14:40:47
keboola.sandboxes,L0 Nekter,test4,1111260789,Ivana testing,2024-09-20 14:40:47,Success,**Migrated**: keboola.sandboxes **Ivana testing** at 2024-09-20 14:40:47
keboola.python-transformation-v2,L0 Nekter,test4,1080669543,[ADHOC] Qu extract Empolyee and Labor  demo data,2024-09-20 14:40:47,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract Empolyee and Labor  demo data** at 2024-09-20 14:40:47
keboola.python-transformation-v2,L0 Nekter,test4,1117011840,[Init] Initial load accounting data from Qu,2024-09-20 14:40:47,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load accounting data from Qu** at 2024-09-20 14:40:47
keboola.python-transformation-v2,L0 Nekter,test4,1065700964,[ADHOC] Qu extract demo data,2024-09-20 14:40:48,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract demo data** at 2024-09-20 14:40:48
keboola.python-transformation-v2,L0 Nekter,test4,1124204804,[ADHOC] Full load employee_labor_time_entries,2024-09-20 14:40:49,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load employee_labor_time_entries** at 2024-09-20 14:40:49
keboola.python-transformation-v2,L0 Nekter,test4,1133377146,[ADHOC] Full load checks_payments_refund,2024-09-20 14:40:49,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load checks_payments_refund** at 2024-09-20 14:40:49
keboola.python-transformation-v2,L0 Nekter,test4,1170546652,[Init] Initial accounting data loading,2024-09-20 14:40:49,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial accounting data loading** at 2024-09-20 14:40:49
keboola.snowflake-transformation,L0 Nekter,test4,1108527922,[ADHOC] Test,2024-09-20 14:40:49,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Test** at 2024-09-20 14:40:49
keboola.snowflake-transformation,L0 Nekter,test4,1065716016,[ADHOC] QU certification,2024-09-20 14:40:49,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] QU certification** at 2024-09-20 14:40:49
intecs.ex-olo-orders-export,L0 Nekter,test4,1100409394,[Olo] Export Orders,2024-09-20 14:40:56,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 14:40:56
keboola.shared-code,L2 Nekter,test4,shared-codes.snowflake-transformation,Shared Code,2024-09-20 14:48:16,Success,**Migrated**: keboola.shared-code **Shared Code** at 2024-09-20 14:48:16
keboola.variables,L2 Nekter,test4,1113268438,Variables definition for keboola.snowflake-transformation/1112973498,2024-09-20 14:48:17,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1112973498** at 2024-09-20 14:48:17
keboola.variables,L2 Nekter,test4,1113295907,Variables definition for keboola.snowflake-transformation/1112973628,2024-09-20 14:48:17,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1112973628** at 2024-09-20 14:48:17
keboola.snowflake-transformation,L2 Nekter,test4,1112973310,[UberEats] DimOrderHeader Test,2024-09-20 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] DimOrderHeader Test** at 2024-09-20 14:48:19
keboola.snowflake-transformation,L2 Nekter,test4,1112973498,[UberEats] DimProduct Test,2024-09-20 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] DimProduct Test** at 2024-09-20 14:48:19
keboola.snowflake-transformation,L2 Nekter,test4,1112973628,[UberEats] FactOrderDiscount Test,2024-09-20 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] FactOrderDiscount Test** at 2024-09-20 14:48:19
keboola.shared-code,L2 Nekter,test4,shared-codes.snowflake-transformation,Shared Code,2024-09-20 14:50:57,Success,**Migrated**: keboola.shared-code **Shared Code** at 2024-09-20 14:50:57
keboola.variables,L2 Nekter,test4,1113295907,Variables definition for keboola.snowflake-transformation/1112973628,2024-09-20 14:50:59,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1112973628** at 2024-09-20 14:50:59
keboola.variables,L2 Nekter,test4,1113268438,Variables definition for keboola.snowflake-transformation/1112973498,2024-09-20 14:50:59,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1112973498** at 2024-09-20 14:50:59
keboola.snowflake-transformation,L2 Nekter,test4,1112973628,[UberEats] FactOrderDiscount Test,2024-09-20 14:51:01,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] FactOrderDiscount Test** at 2024-09-20 14:51:01
keboola.snowflake-transformation,L2 Nekter,test4,1112973310,[UberEats] DimOrderHeader Test,2024-09-20 14:51:01,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] DimOrderHeader Test** at 2024-09-20 14:51:01
keboola.snowflake-transformation,L2 Nekter,test4,1112973498,[UberEats] DimProduct Test,2024-09-20 14:51:01,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] DimProduct Test** at 2024-09-20 14:51:01
intecs.ex-olo-orders-export,L0 Nekter,test4,1100409394,[Olo] Export Orders,2024-09-20 15:11:20,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 15:11:20
keboola.sandboxes,L0 Nekter,test4,1099153514,Olo development,2024-09-20 15:11:20,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 15:11:20
keboola.python-transformation-v2,L0 Nekter,test4,1098692357,[Init] Initial load - Olo data,2024-09-20 15:11:22,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 15:11:22
keboola.sandboxes,L0 Nekter,test4,1099153514,Olo development,2024-09-20 15:19:19,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 15:19:19
intecs.ex-olo-orders-export,L0 Nekter,test4,1100409394,[Olo] Export Orders,2024-09-20 15:19:19,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 15:19:19
keboola.python-transformation-v2,L0 Nekter,test4,1098692357,[Init] Initial load - Olo data,2024-09-20 15:19:21,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 15:19:21
keboola.ex-aws-s3,L0 Nekter,Test1,1129479260,[Grubhub] Export orders,2024-09-20 15:24:45,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 15:24:45
keboola.sandboxes,L0 Nekter,Test1,1099153514,Olo development,2024-09-20 15:26:09,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 15:26:09
intecs.ex-olo-orders-export,L0 Nekter,Test1,1100409394,[Olo] Export Orders,2024-09-20 15:26:09,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 15:26:09
keboola.python-transformation-v2,L0 Nekter,Test1,1098692357,[Init] Initial load - Olo data,2024-09-20 15:26:11,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 15:26:11
intecs.ex-qu-accounting,L0 Nekter,Test1,1117510042,[Qu] Accounting data,2024-09-20 15:28:15,Success,**Migrated**: intecs.ex-qu-accounting **[Qu] Accounting data** at 2024-09-20 15:28:15
intecs.ex-qubeyond-checks-config,L0 Nekter,Test1,1085872323,[Qu] Checks configuration tables,2024-09-20 15:30:19,Success,**Migrated**: intecs.ex-qubeyond-checks-config **[Qu] Checks configuration tables** at 2024-09-20 15:30:19
ex-generic-v2,LO HartHouse,Test1,1143818462,[Revel] Configurations Extractor,2024-09-20 15:33:55,Success,**Migrated**: ex-generic-v2 **[Revel] Configurations Extractor** at 2024-09-20 15:33:55
ex-generic-v2,LO HartHouse,Test1,1130234409,[ADHOC][Revel] Extractor TEST,2024-09-20 15:33:55,Success,**Migrated**: ex-generic-v2 **[ADHOC][Revel] Extractor TEST** at 2024-09-20 15:33:55
ex-generic-v2,LO HartHouse,Test1,1080433252,[Revel] Extractor,2024-09-20 15:33:56,Success,**Migrated**: ex-generic-v2 **[Revel] Extractor** at 2024-09-20 15:33:56
ex-generic-v2,LO HartHouse,Test1,1100990668,[7shifts] Labor Extractor,2024-09-20 15:35:02,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 15:35:02
ex-generic-v2,LO HartHouse,Test1,1126145331,[ADHOC][DEV] Labor Extractor TEST FIlip,2024-09-20 15:36:59,Success,**Migrated**: ex-generic-v2 **[ADHOC][DEV] Labor Extractor TEST FIlip** at 2024-09-20 15:36:59
ex-generic-v2,LO HartHouse,Test1,1104962357,[7shifts] Reports Extractor,2024-09-20 15:36:59,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 15:36:59
ex-generic-v2,LO HartHouse,Test1,1100990668,[7shifts] Labor Extractor,2024-09-20 15:37:00,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 15:37:00
ex-generic-v2,LO HartHouse,Test1,1143818462,[Revel] Configurations Extractor,2024-09-20 15:37:00,Success,**Migrated**: ex-generic-v2 **[Revel] Configurations Extractor** at 2024-09-20 15:37:00
ex-generic-v2,LO HartHouse,Test1,1130234409,[ADHOC][Revel] Extractor TEST,2024-09-20 15:37:00,Success,**Migrated**: ex-generic-v2 **[ADHOC][Revel] Extractor TEST** at 2024-09-20 15:37:00
ex-generic-v2,LO HartHouse,Test1,1080433252,[Revel] Extractor,2024-09-20 15:37:00,Success,**Migrated**: ex-generic-v2 **[Revel] Extractor** at 2024-09-20 15:37:00
keboola.shared-code,L2 Nekter,Test1,shared-codes.snowflake-transformation,Shared Code,2024-09-20 15:40:40,Success,**Migrated**: keboola.shared-code **Shared Code** at 2024-09-20 15:40:40
keboola.variables,L2 Nekter,Test1,1156618017,Variables definition for keboola.snowflake-transformation/1156602682,2024-09-20 15:40:48,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1156602682** at 2024-09-20 15:40:48
keboola.snowflake-transformation,L2 Nekter,Test1,1153568409,[Grubhub] DimProduct,2024-09-20 15:40:50,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] DimProduct** at 2024-09-20 15:40:50
keboola.snowflake-transformation,L2 Nekter,Test1,1156540945,[Grubhub] DimOrderHeader,2024-09-20 15:40:50,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] DimOrderHeader** at 2024-09-20 15:40:50
keboola.snowflake-transformation,L2 Nekter,Test1,1156602682,[Grubhub] FactOrders,2024-09-20 15:40:50,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] FactOrders** at 2024-09-20 15:40:50
keboola.shared-code,L2 Nekter,Test1,shared-codes.snowflake-transformation,Shared Code,2024-09-20 15:52:29,Success,**Migrated**: keboola.shared-code **Shared Code** at 2024-09-20 15:52:29
keboola.variables,L2 Nekter,Test1,1104092650,Variables definition for keboola.snowflake-transformation/1068712002,2024-09-20 15:52:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1068712002** at 2024-09-20 15:52:34
keboola.snowflake-transformation,L2 Nekter,Test1,1068712002,[Qu] DimPerson,2024-09-20 15:52:36,Success,**Migrated**: keboola.snowflake-transformation **[Qu] DimPerson** at 2024-09-20 15:52:36
