ComponentId,SourceProject,DestinationProject,ConfigurationId,ConfigurationName,DateTime,Status,StatusText
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:26:15,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:26:15
ex-generic-v2,LO HartHouse,L0 DEV,1130234409,[ADHOC][Revel] Hart House Extractor TEST,2024-09-20 11:26:16,Success,**Migrated**: ex-generic-v2 **[ADHOC][Revel] Hart House Extractor TEST** at 2024-09-20 11:26:16
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Hart House Extractor,2024-09-20 11:26:16,Success,**Migrated**: ex-generic-v2 **[Revel] Hart House Extractor** at 2024-09-20 11:26:16
ex-generic-v2,LO HartHouse,L0 DEV,1143818462,[Revel] Hart House Configurations Extractor,2024-09-20 11:26:18,Success,**Migrated**: ex-generic-v2 **[Revel] Hart House Configurations Extractor** at 2024-09-20 11:26:18
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:26:18,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:26:18
ex-generic-v2,LO HartHouse,L0 DEV,1104962357,[7shifts] Reports Extractor,2024-09-20 11:26:18,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 11:26:18
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:26:18,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:26:18
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Hart House Extractor,2024-09-20 11:26:18,Success,**Migrated**: ex-generic-v2 **[Revel] Hart House Extractor** at 2024-09-20 11:26:18
keboola.orchestrator,LO HartHouse,L0 DEV,1099740777,[MAIN] Hourly Extractions,2024-09-20 11:29:45,Success,**Migrated**: keboola.orchestrator **[MAIN] Hourly Extractions** at 2024-09-20 11:29:45
keboola.sandboxes,LO HartHouse,L0 DEV,1086031279,DM Playground,2024-09-20 11:29:45,Success,**Migrated**: keboola.sandboxes **DM Playground** at 2024-09-20 11:29:45
keboola.orchestrator,LO HartHouse,L0 DEV,1143832748,[MAIN] Twice-a-day extractions,2024-09-20 11:29:45,Success,**Migrated**: keboola.orchestrator **[MAIN] Twice-a-day extractions** at 2024-09-20 11:29:45
keboola.orchestrator,LO HartHouse,L0 DEV,1102370864,[MAIN] Daily Extractions,2024-09-20 11:29:45,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily Extractions** at 2024-09-20 11:29:45
keboola.orchestrator,LO HartHouse,L0 DEV,1126570698,[7shifts] Extract Data,2024-09-20 11:29:45,Success,**Migrated**: keboola.orchestrator **[7shifts] Extract Data** at 2024-09-20 11:29:45
keboola.orchestrator,LO HartHouse,L0 DEV,1099740631,[Revel] Extract Transaction Data,2024-09-20 11:29:45,Success,**Migrated**: keboola.orchestrator **[Revel] Extract Transaction Data** at 2024-09-20 11:29:45
keboola.orchestrator,LO HartHouse,L0 DEV,1143832891,[Revel] Extract Configuration data,2024-09-20 11:29:45,Success,**Migrated**: keboola.orchestrator **[Revel] Extract Configuration data** at 2024-09-20 11:29:45
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:29:46,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:29:46
ex-generic-v2,LO HartHouse,L0 DEV,1126145331,[ADHOC][DEV] 7shifts Labor Extractor TEST FIlip,2024-09-20 11:29:46,Success,**Migrated**: ex-generic-v2 **[ADHOC][DEV] 7shifts Labor Extractor TEST FIlip** at 2024-09-20 11:29:46
ex-generic-v2,LO HartHouse,L0 DEV,1104962357,[7shifts] Reports Extractor,2024-09-20 11:29:46,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 11:29:46
ex-generic-v2,LO HartHouse,L0 DEV,1143818462,[Revel] Hart House Configurations Extractor,2024-09-20 11:29:46,Success,**Migrated**: ex-generic-v2 **[Revel] Hart House Configurations Extractor** at 2024-09-20 11:29:46
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:29:46,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:29:46
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Hart House Extractor,2024-09-20 11:29:46,Success,**Migrated**: ex-generic-v2 **[Revel] Hart House Extractor** at 2024-09-20 11:29:46
ex-generic-v2,LO HartHouse,L0 DEV,1130234409,[ADHOC][Revel] Hart House Extractor TEST,2024-09-20 11:29:46,Success,**Migrated**: ex-generic-v2 **[ADHOC][Revel] Hart House Extractor TEST** at 2024-09-20 11:29:46
ex-generic-v2,LO HartHouse,L0 DEV,1143818462,[Revel] Hart House Configurations Extractor,2024-09-20 11:29:48,Success,**Migrated**: ex-generic-v2 **[Revel] Hart House Configurations Extractor** at 2024-09-20 11:29:48
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:29:48,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:29:48
48
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:29:48,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:29:48
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Hart House Extractor,2024-09-20 11:29:48,Success,**Migrated**: ex-generic-v2 **[Revel] Hart House Extractor** at 2024-09-20 11:29:48
ex-generic-v2,LO HartHouse,L0 DEV,1104962357,[7shifts] Reports Extractor,2024-09-20 11:39:43,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 11:39:43
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:39:43,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:39:43
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:39:43,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:39:43
ex-generic-v2,LO HartHouse,L0 DEV,1126145331,[ADHOC][DEV] Labor Extractor TEST FIlip,2024-09-20 11:39:43,Success,**Migrated**: ex-generic-v2 **[ADHOC][DEV] Labor Extractor TEST FIlip** at 2024-09-20 11:39:43
ex-generic-v2,LO HartHouse,L0 DEV,1143818462,[Revel] Configurations Extractor,2024-09-20 11:39:43,Success,**Migrated**: ex-generic-v2 **[Revel] Configurations Extractor** at 2024-09-20 11:39:43
ex-generic-v2,LO HartHouse,L0 DEV,1130234409,[ADHOC][Revel] Extractor TEST,2024-09-20 11:39:43,Success,**Migrated**: ex-generic-v2 **[ADHOC][Revel] Extractor TEST** at 2024-09-20 11:39:43
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Extractor,2024-09-20 11:39:43,Success,**Migrated**: ex-generic-v2 **[Revel] Extractor** at 2024-09-20 11:39:43
ex-generic-v2,LO HartHouse,L0 DEV,1143818462,[Revel] Configurations Extractor,2024-09-20 11:39:45,Success,**Migrated**: ex-generic-v2 **[Revel] Configurations Extractor** at 2024-09-20 11:39:45
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:39:45,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:39:45
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:39:45,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:39:45
ex-generic-v2,LO HartHouse,L0 DEV,1104962357,[7shifts] Reports Extractor,2024-09-20 11:39:45,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 11:39:45
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Extractor,2024-09-20 11:39:46,Success,**Migrated**: ex-generic-v2 **[Revel] Extractor** at 2024-09-20 11:39:46
ex-generic-v2,LO HartHouse,L0 DEV,1126145331,[ADHOC][DEV] Labor Extractor TEST FIlip,2024-09-20 11:43:25,Success,**Migrated**: ex-generic-v2 **[ADHOC][DEV] Labor Extractor TEST FIlip** at 2024-09-20 11:43:25
keboola.orchestrator,LO HartHouse,L0 DEV,1143832748,[MAIN] Twice-a-day extractions,2024-09-20 11:43:25,Success,**Migrated**: keboola.orchestrator **[MAIN] Twice-a-day extractions** at 2024-09-20 11:43:25
keboola.orchestrator,LO HartHouse,L0 DEV,1099740631,[Revel] Extract Transaction Data,2024-09-20 11:43:25,Success,**Migrated**: keboola.orchestrator **[Revel] Extract Transaction Data** at 2024-09-20 11:43:25
keboola.orchestrator,LO HartHouse,L0 DEV,1102370864,[MAIN] Daily Extractions,2024-09-20 11:43:25,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily Extractions** at 2024-09-20 11:43:25
keboola.orchestrator,LO HartHouse,L0 DEV,1126570698,[7shifts] Extract Data,2024-09-20 11:43:25,Success,**Migrated**: keboola.orchestrator **[7shifts] Extract Data** at 2024-09-20 11:43:25
3:25
keboola.orchestrator,LO HartHouse,L0 DEV,1143832891,[Revel] Extract Configuration data,2024-09-20 11:43:25,Success,**Migrated**: keboola.orchestrator **[Revel] Extract Configuration data** at 2024-09-20 11:43:25
ex-generic-v2,LO HartHouse,L0 DEV,1130234409,[ADHOC][Revel] Extractor TEST,2024-09-20 11:43:25,Success,**Migrated**: ex-generic-v2 **[ADHOC][Revel] Extractor TEST** at 2024-09-20 11:43:25
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:43:26,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:43:26
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:43:26,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:43:26
keboola.sandboxes,LO HartHouse,L0 DEV,1086031279,DM Playground,2024-09-20 11:43:26,Success,**Migrated**: keboola.sandboxes **DM Playground** at 2024-09-20 11:43:26
tor** at 2024-09-20 11:43:26
ex-generic-v2,LO HartHouse,L0 DEV,1104962357,[7shifts] Reports Extractor,2024-09-20 11:43:26,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 11:43:26
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Extractor,2024-09-20 11:43:26,Success,**Migrated**: ex-generic-v2 **[Revel] Extractor** at 2024-09-20 11:43:26
ex-generic-v2,LO HartHouse,L0 DEV,1104962357,[7shifts] Reports Extractor,2024-09-20 11:43:29,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 11:43:29
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:43:29,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:43:29
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Extractor,2024-09-20 11:43:30,Success,**Migrated**: ex-generic-v2 **[Revel] Extractor** at 2024-09-20 11:43:30
at 2024-09-20 11:43:30
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:45:32,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:45:32
a** at 2024-09-20 11:45:32
ex-generic-v2,LO HartHouse,L0 DEV,1126145331,[ADHOC][DEV] Labor Extractor TEST FIlip,2024-09-20 11:45:32,Success,**Migrated**: ex-generic-v2 **[ADHOC][DEV] Labor Extractor TEST FIlip** at 2024-09-20 11:45:32
keboola.orchestrator,LO HartHouse,L0 DEV,1143832891,[Revel] Extract Configuration data,2024-09-20 11:45:32,Success,**Migrated**: keboola.orchestrator **[Revel] Extract Configuration data** at 202keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:45:32,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:45:32
keboola.orchestrator,LO HartHouse,L0 DEV,1143832748,[MAIN] Twice-a-day extractions,2024-09-20 11:45:32,Success,**Migrated**: keboola.orchestrator **[MAIN] Twice-a-day extractions** at 2024-09-20 11:45:32
keboola.orchestrator,LO HartHouse,L0 DEV,1102370864,[MAIN] Daily Extractions,2024-09-20 11:45:32,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily Extractions** at 2024-09-20 11:45:32

ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Extractor,2024-09-20 11:45:33,Success,**Migrated**: ex-generic-v2 **[Revel] Extractor** at 2024-09-20 11:45:33
ex-generic-v2,LO HartHouse,L0 DEV,1130234409,[ADHOC][Revel] Extractor TEST,2024-09-20 11:45:33,Success,**Migrated**: ex-generic-v2 **[ADHOC][Revel] Extractor TEST** at 2024-09-20 11:45:33
ex-generic-v2,LO HartHouse,L0 DEV,1104962357,[7shifts] Reports Extractor,2024-09-20 11:45:35,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 11:45:35
ex-generic-v2,LO HartHouse,L0 DEV,1100990668,[7shifts] Labor Extractor,2024-09-20 11:45:35,Success,**Migrated**: ex-generic-v2 **[7shifts] Labor Extractor** at 2024-09-20 11:45:35
ex-generic-v2,LO HartHouse,L0 DEV,1143818462,[Revel] Configurations Extractor,2024-09-20 11:45:35,Success,**Migrated**: ex-generic-v2 **[Revel] Configurations Extractor** at 2024-09-20 11:45:35
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:45:35,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:45:35
ex-generic-v2,LO HartHouse,L0 DEV,1080433252,[Revel] Extractor,2024-09-20 11:45:35,Success,**Migrated**: ex-generic-v2 **[Revel] Extractor** at 2024-09-20 11:45:35
keboola.shared-code,Test1,test4,shared-codes.python-transformation-v2,Python Transformation V2 Shared Codes,2024-09-20 13:28:54,Success,**Migrated**: keboola.shared-code **Python Transformation V2 Shared Codes** at 2024-09-20 13:28:54
keboola.shared-code,Test1,test4,shared-codes.snowflake-transformation,Snowflake Transformation Shared Codes,2024-09-20 13:28:54,Success,**Migrated**: keboola.shared-code **Snowflake Transformation Shared Codes** at 2024-09-20 13:28:54
keboola.variables,Test1,test4,1176181796,Variables definition for keboola.snowflake-transformation/1176181743,2024-09-20 13:29:00,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1176181743** at 2024-09-20 13:29:00
keboola.snowflake-transformation,Test1,test4,1176181743,[DoorDash] SQL transforamtion,2024-09-20 13:29:02,Success,**Migrated**: keboola.snowflake-transformation **[DoorDash] SQL transforamtion** at 2024-09-20 13:29:02
keboola.snowflake-transformation,Test1,test4,1180484206,[DoorDash] test zmeny nazvu,2024-09-20 13:29:02,Success,**Migrated**: keboola.snowflake-transformation **[DoorDash] test zmeny nazvu** at 2024-09-20 13:29:02
keboola.shared-code,L2 Nekter,test4,shared-codes.snowflake-transformation,Shared Code,2024-09-20 13:30:16,Success,**Migrated**: keboola.shared-code **Shared Code** at 2024-09-20 13:30:16
keboola.variables,L2 Nekter,test4,1156618017,Variables definition for keboola.snowflake-transformation/1156602682,2024-09-20 13:30:24,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1156602682** at 2024-09-20 13:30:24
keboola.snowflake-transformation,L2 Nekter,test4,1153568409,[Grubhub] DimProduct,2024-09-20 13:30:26,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] DimProduct** at 2024-09-20 13:30:26
:30:26
keboola.snowflake-transformation,L2 Nekter,test4,1156602682,[Grubhub] FactOrders,2024-09-20 13:30:26,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] FactOrders** at 2024-09-20 13:30:26
keboola.shared-code,L2 Nekter,test4,shared-codes.snowflake-transformation,Shared Code,2024-09-20 13:32:13,Success,**Migrated**: keboola.shared-code **Shared Code** at 2024-09-20 13:32:13
keboola.variables,L2 Nekter,test4,1176489712,Variables definition for keboola.snowflake-transformation/1103503339,2024-09-20 13:32:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1103503339** at 2024-09-20 13:32:34
keboola.variables,L2 Nekter,test4,1104920959,Variables definition for keboola.snowflake-transformation/1101737876,2024-09-20 13:32:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1101737876** at 2024-09-20 13:32:34
keboola.variables,L2 Nekter,test4,1176485039,Variables definition for keboola.snowflake-transformation/1101770592,2024-09-20 13:32:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1101770592** at 2024-09-20 13:32:34
keboola.variables,L2 Nekter,test4,1103602011,Variables definition for keboola.snowflake-transformation/1101737876,2024-09-20 13:32:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1101737876** at 2024-09-20 13:32:34
keboola.variables,L2 Nekter,test4,1104920876,Variables definition for keboola.snowflake-transformation/1103565637,2024-09-20 13:32:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1103565637** at 2024-09-20 13:32:34
keboola.variables,L2 Nekter,test4,1103572611,Variables definition for keboola.snowflake-transformation/1103565637,2024-09-20 13:32:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1103565637** at 2024-09-20 13:32:34
keboola.snowflake-transformation,L2 Nekter,test4,1104921103,[ADHOC] DimProduct Test Olo,2024-09-20 13:32:37,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimProduct Test Olo** at 2024-09-20 13:32:37
keboola.snowflake-transformation,L2 Nekter,test4,1104921188,[ADHOC] FactOrderPayment Test Olo,2024-09-20 13:32:37,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrderPayment Test Olo** at 2024-09-20 13:32:37
keboola.snowflake-transformation,L2 Nekter,test4,1104921212,[ADHOC] FactOrders Test Olo,2024-09-20 13:32:37,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrders Test Olo** at 2024-09-20 13:32:37
keboola.snowflake-transformation,L2 Nekter,test4,1103565637,[Olo] DimDiscount,2024-09-20 13:32:38,Success,**Migrated**: keboola.snowflake-transformation **[Olo] DimDiscount** at 2024-09-20 13:32:38
keboola.snowflake-transformation,L2 Nekter,test4,1103503339,[Olo] DimProduct,2024-09-20 13:32:38,Success,**Migrated**: keboola.snowflake-transformation **[Olo] DimProduct** at 2024-09-20 13:32:38
keboola.snowflake-transformation,L2 Nekter,test4,1104921041,[ADHOC] DimPerson Test Olo,2024-09-20 13:32:38,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimPerson Test Olo** at 2024-09-20 13:32:38
keboola.snowflake-transformation,L2 Nekter,test4,1104036143,[Olo] FactOrderPayment,2024-09-20 13:32:38,Success,**Migrated**: keboola.snowflake-transformation **[Olo] FactOrderPayment** at 2024-09-20 13:32:38
keboola.snowflake-transformation,L2 Nekter,test4,1103934909,[Olo] FactOrders,2024-09-20 13:32:38,Success,**Migrated**: keboola.snowflake-transformation **[Olo] FactOrders** at 2024-09-20 13:32:38
keboola.snowflake-transformation,L2 Nekter,test4,1101770592,[Olo] DimPerson,2024-09-20 13:32:38,Success,**Migrated**: keboola.snowflake-transformation **[Olo] DimPerson** at 2024-09-20 13:32:38
09-20 13:32:38
keboola.snowflake-transformation,L2 Nekter,test4,1101737876,[Olo] DimOrderHeader,2024-09-20 13:32:38,Success,**Migrated**: keboola.snowflake-transformation **[Olo] DimOrderHeader** at 2024-09-20 13:32:38
keboola.variables,L2 Nekter,test4,1176515350,Variables definition for keboola.snowflake-transformation/1103934909,2024-09-20 13:32:39,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1103934909** at 2024-09-20 13:32:39
keboola.variables,L2 Nekter,test4,1176516654,Variables definition for keboola.snowflake-transformation/1104036027,2024-09-20 13:32:39,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1104036027** at 2024-09-20 13:32:39
keboola.variables,L2 Nekter,test4,1176518115,Variables definition for keboola.snowflake-transformation/1104036143,2024-09-20 13:32:39,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1104036143** at 2024-09-20 13:32:39
keboola.snowflake-transformation,L2 Nekter,test4,1153568409,[Grubhub] DimProduct,2024-09-20 13:32:39,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] DimProduct** at 2024-09-20 13:32:39
keboola.snowflake-transformation,L2 Nekter,test4,1156540945,[Grubhub] DimOrderHeader,2024-09-20 13:32:39,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] DimOrderHeader** at 2024-09-20 13:32:39
keboola.snowflake-transformation,L2 Nekter,test4,1156602682,[Grubhub] FactOrders,2024-09-20 13:32:39,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] FactOrders** at 2024-09-20 13:32:39
keboola.variables,L2 Nekter,test4,1156618017,Variables definition for keboola.snowflake-transformation/1156602682,2024-09-20 13:32:40,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1156602682** at 2024-09-20 13:32:40
keboola.orchestrator,L0 Nekter,Test2,1070260573,[MAIN] Daily extractions,2024-09-20 13:35:19,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily extractions** at 2024-09-20 13:35:19
keboola.ex-google-drive,L0 Nekter,Test2,1061249778,[Nekter] Manual data,2024-09-20 13:35:19,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 13:35:19
keboola.orchestrator,L0 Nekter,Test2,1070260927,[MAIN] Hourly extractions,2024-09-20 13:35:19,Success,**Migrated**: keboola.orchestrator **[MAIN] Hourly extractions** at 2024-09-20 13:35:19
ex-generic-v2,L0 Nekter,Test2,1073216337,"[ADHOC] UberEats dev (deprecated, now in L0 General)",2024-09-20 13:35:19,Success,"**Migrated**: ex-generic-v2 **[ADHOC] UberEats dev (deprecated, now in L0 General)** at 2024-09-20 13:35:19"
intecs.ex-olo-orders-export,L0 Nekter,Test2,1100409394,[Olo] Export Orders,2024-09-20 13:35:19,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 13:35:19
intecs.ex-qubeyond-checks-config,L0 Nekter,Test2,1085872323,[Qu] Checks configuration tables,2024-09-20 13:35:19,Success,**Migrated**: intecs.ex-qubeyond-checks-config **[Qu] Checks configuration tables** at 2024-09-20 13:35:19
keboola.orchestrator,L0 Nekter,Test2,1100527384,[Olo] Extract data,2024-09-20 13:35:19,Success,**Migrated**: keboola.orchestrator **[Olo] Extract data** at 2024-09-20 13:35:19
 Labor data** at 2024-09-20 13:35:19
intecs.ex-qu-accounting,L0 Nekter,Test2,1117510042,[Qu] Accounting data,2024-09-20 13:35:19,Success,**Migrated**: intecs.ex-qu-accounting **[Qu] Accounting data** at 2024-09-20 13:35:19
keboola.ex-aws-s3,L0 Nekter,Test2,1129479260,[Grubhub] Export orders,2024-09-20 13:35:19,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 13:35:19
intecs.ex-qubeyond-checks,L0 Nekter,Test2,1085386309,[Qu] Checks data,2024-09-20 13:35:19,Success,**Migrated**: intecs.ex-qubeyond-checks **[Qu] Checks data** at 2024-09-20 13:35:19
keboola.orchestrator,L0 Nekter,Test2,1085907539,[Qu] Extract data,2024-09-20 13:35:19,Success,**Migrated**: keboola.orchestrator **[Qu] Extract data** at 2024-09-20 13:35:19
intecs.ex-doordash-orders,L0 Nekter,Test2,1176781417,[DoorDash] Extract orders and payment data,2024-09-20 13:35:19,Success,**Migrated**: intecs.ex-doordash-orders **[DoorDash] Extract orders and payment data** at 2024-09-20 13:35:19
keboola.sandboxes,L0 Nekter,Test2,1078603711,L0 Nekter access for data analysis,2024-09-20 13:35:21,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 13:35:21
keboola.sandboxes,L0 Nekter,Test2,1111260789,Ivana testing,2024-09-20 13:35:21,Success,**Migrated**: keboola.sandboxes **Ivana testing** at 2024-09-20 13:35:21
keboola.sandboxes,L0 Nekter,Test2,1101369716,Qu raw data,2024-09-20 13:35:21,Success,**Migrated**: keboola.sandboxes **Qu raw data** at 2024-09-20 13:35:21
keboola.sandboxes,L0 Nekter,Test2,1099153514,Olo development,2024-09-20 13:35:21,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 13:35:21
keboola.sandboxes,L0 Nekter,Test2,1084973548,[ADHOC] QU certification,2024-09-20 13:35:21,Success,**Migrated**: keboola.sandboxes **[ADHOC] QU certification** at 2024-09-20 13:35:21
keboola.wr-google-sheets,L0 Nekter,Test2,1092907654,[Qu] POS Location Data Extractor,2024-09-20 13:35:21,Success,**Migrated**: keboola.wr-google-sheets **[Qu] POS Location Data Extractor** at 2024-09-20 13:35:21
keboola.sandboxes,L0 Nekter,Test2,1108528140,Test,2024-09-20 13:35:21,Success,**Migrated**: keboola.sandboxes **Test** at 2024-09-20 13:35:21
keboola.python-transformation-v2,L0 Nekter,Test2,1084925761,[Init] Initial config data loading,2024-09-20 13:35:22,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial config data loading** at 2024-09-20 13:35:22
keboola.python-transformation-v2,L0 Nekter,Test2,1085945860,[Init] Initial employee and labor data loading,2024-09-20 13:35:22,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial employee and labor data loading** at 2024-09-20 13:35:22
keboola.python-transformation-v2,L0 Nekter,Test2,1084950084,[Init] Initial checks data loading,2024-09-20 13:35:22,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial checks data loading** at 2024-09-20 13:35:22
keboola.python-transformation-v2,L0 Nekter,Test2,1098692357,[Init] Initial load - Olo data,2024-09-20 13:35:22,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 13:35:22
keboola.python-transformation-v2,L0 Nekter,Test2,1080669543,[ADHOC] Qu extract Empolyee and Labor  demo data,2024-09-20 13:35:22,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract Empolyee and Labor  demo data** at 2024-09-20 13:35:22
keboola.python-transformation-v2,L0 Nekter,Test2,1117011840,[Init] Initial load accounting data from Qu,2024-09-20 13:35:22,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load accounting data from Qu** at 2024-09-20 13:35:22
keboola.python-transformation-v2,L0 Nekter,Test2,1065700964,[ADHOC] Qu extract demo data,2024-09-20 13:35:22,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract demo data** at 2024-09-20 13:35:22
keboola.python-transformation-v2,L0 Nekter,Test2,1124204804,[ADHOC] Full load employee_labor_time_entries,2024-09-20 13:35:23,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load employee_labor_time_entries** at 2024-09-20 13:35:23
keboola.python-transformation-v2,L0 Nekter,Test2,1133377146,[ADHOC] Full load checks_payments_refund,2024-09-20 13:35:23,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load checks_payments_refund** at 2024-09-20 13:35:23
keboola.python-transformation-v2,L0 Nekter,Test2,1170546652,[Init] Initial accounting data loading,2024-09-20 13:35:23,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial accounting data loading** at 2024-09-20 13:35:23
